Year of Installation,SA,AADT,PRESSURE(bar),MWI_1,A_MAT,LANDUSE,TYPE,LPR_Corros,DEFECT1LV1,DEF_NATURE
2001,1.708317,23110,4.83,6.221309561,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,2.236622,74020,6.54,6.184708405,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,J
1993,0.713722,,5.95,6.184708405,DI,URBAN,Other Location,Mildly Corrosive,C02,J
2005,0.555152,3010,7.93,6.114252648,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2000,1.84946,4560,6.33,6.533767512,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2007,3.1256816,,3.01,6.533767512,DI,RURAL,Other Location,Non-Corrosive,C01,M
1995,2.399274,,6.71,6.309745123,DI,RURAL,FOOTWAY,Mildly Corrosive,C02,M
2004,10.009692,22290,9.22,6.398194237,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2003,0.5164672,,11.96,6.586241517,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2005,0.684834,10450,4.98,6.44169187,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1961,6.047169,6430,7.02,6.436498471,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C02,M
1993,12.454496,6830,5.89,6.533907018,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2008,0.247275,16610,7.93,6.406900184,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,0.299556,4260,12.21,6.535518904,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2000,3.297,7280,6.33,6.535286392,DI,URBAN,FOOTWAY,Highly Corrosive,C05,M
2000,2.521734,36840,7.8,6.499633563,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C02,M
1999,0.1051115,3140,6.24,6.53523989,DI,RURAL,FOOTWAY,Non-Corrosive,C01,M
1993,1.998296,15620,5.91,6.466645416,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1986,16.229247,3710,6.06,6.535146886,DI,URBAN,FOOTWAY,Highly Corrosive,C05,M
2004,0.44588,8540,7.16,6.422830829,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2007,12.12354,12740,6.96,6.499633563,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,J
1991,24.7248624,,8.13,6.565490418,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2005,4.293165,16460,6.56,6.535286392,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2008,28.936356,10880,7.32,6.671579005,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C03,M
1996,35.055588,35320,7.79,6.62561976,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,J
1986,8.824185,71780,12.41,6.621049672,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1991,0.4870768,5340,7.1,6.660841769,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,29.28364,4320,0.2,6.658516464,DI,RURAL,Other Location,Highly Corrosive,C01,J
1980,2.498184,14860,7.71,6.621049672,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1986,11.743914,11320,7.93,6.595300685,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
2003,0.977796,5460,6.42,6.993927673,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2003,1.672992,5460,6.42,6.994067179,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2004,0.579016,14790,7.79,6.892821598,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2003,25.648776,7880,6.42,6.993974175,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2001,0.53223,5090,6.04,6.924444274,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C03,M
2006,0.658144,12370,8.32,6.878540434,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,M
1997,27.244524,14990,6.96,6.829844126,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2004,0.648724,12100,1.89,6.944334527,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2003,31.301875,5460,6.42,6.993974175,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1980,41.02881,46000,3.92,6.943697892,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,1.469991,14370,6.5,6.944334527,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2012,27.987762,,9.83,7.014280319,DI,URBAN,Other Location,Non-Corrosive,C01,M
2004,0.8375008,12100,1.83,7.014280319,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1991,1.209999,10900,7.32,6.919054145,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,M
2001,0.43175,5090,4.11,6.936985742,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
2009,77.373996,,4.66,6.802126779,DI,RURAL,Other Location,Mildly Corrosive,C02,J
1990,0.620464,13380,5.36,7.070215251,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1997,4.572468,44620,7.64,7.089394864,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C05,M
2001,38.166543,49820,6.27,7.070215251,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2003,4.35518,8280,12.34,7.079050191,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1994,16.015256,,7.13,7.019333371,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1993,3.291819,,5.16,7.06358346,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2002,5.194188,16640,5.53,7.136508151,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1987,2.620644,55460,7.63,7.136461649,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
1988,0.842148,5030,5.56,6.972406953,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,M
1994,11.510298,109220,7.73,7.199811292,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1992,0.551384,20710,7.85,6.973406541,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2009,0.385906,12400,7.85,6.887393013,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1994,13.902036,20850,9.01,7.017476138,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1989,2.517024,12780,6.2,7.078400505,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
1993,3.826875,8940,4.22,6.992981315,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,J
1980,1.278294,24460,6.17,6.887393013,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1997,0.582784,,2.34,6.897862169,DI,RURAL,Other Location,Mildly Corrosive,C03,M
2014,3.203585,122640,9.9,7.151780859,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2012,69.973644,7900,9.83,7.026238934,DI,URBAN,Other Location,Non-Corrosive,C01,M
1999,30.866985,17640,6.49,7.086702374,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1998,9.348722,,5.1,7.150513599,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1999,58.233184,14740,8.27,28.02769236,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1998,2.547639,6750,7.7,28.02787682,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1980,33.514162,87710,6.2,28.14194702,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2002,0.874176,22310,7.03,28.02754479,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
2000,29.386632,5480,0.18,27.99923571,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2004,1.703607,15010,7.09,28.15477918,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,13.905804,,5.5,28.00025364,DI,RURAL,FOOTWAY,Highly Corrosive,C01,J
1996,1.36904,,11.34,27.87766218,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1995,1.629189,3330,6.64,28.12319268,DI,RURAL,CARRIAGEWAY,Mildly Corrosive,C01,M
2004,10.50016,12080,2.86,28.14790095,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1997,240.005272,28530,5.49,28.09861763,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1990,4.110417,8400,6.33,7.215831672,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2002,0.936348,9260,10.31,7.282749604,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2007,17.933796,4100,5.97,7.228646433,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2005,0.545104,1260,5,7.215850118,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1997,1.056924,18980,9.22,7.435912124,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1997,14.01068,6910,13.7,7.643157593,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,M
1994,0.5056656,,6.43,7.233334369,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1994,0.419504,25700,12.28,7.488611948,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1983,23.991798,67370,12.48,7.55799297,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2008,0.456242,11320,1.69,7.582168223,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1986,0.942471,10390,7.09,7.55799297,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,J
2003,2.40053,7180,3.06,7.55799297,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2008,0.454672,2600,5.75,7.488630394,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1995,1.37218,3330,6.64,7.473567209,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1985,4.121721,25070,4.62,7.554727094,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2003,3.075944,14810,7.79,7.505368288,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C02,J
2000,0.314,5470,6.72,7.475517428,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2011,0.338178,2640,6.27,7.55799297,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2012,117.325158,61420,9.76,7.582168223,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1994,0.830844,87710,6.34,7.629768625,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1997,0.546674,31230,6.68,7.602621146,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1989,2.146347,17080,5.33,7.801877646,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1983,10.912599,5920,12.48,7.602621146,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2000,46.057206,7010,6.36,7.620856287,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1997,2.015252,,7.04,7.629768625,DI,URBAN,Other Location,Mildly Corrosive,C05,M
1999,6.805008,72280,6.27,7.558301758,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
2001,2.245728,10610,7.78,7.508084841,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
2004,19.735842,1260,6.03,8.457344052,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1996,3.933164,12020,5.39,7.620856287,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1988,1.002759,17680,6.89,7.602621146,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1997,8.761856,18980,9.22,8.309397614,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1985,82.05919,43150,5.94,7.801877646,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2007,19.530486,103100,7.45,7.629768625,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1989,8.83125,,3.96,7.935503878,DI,RURAL,Other Location,Highly Corrosive,C01,M
1999,1.480353,19530,4.17,8.128732899,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1984,48.348621,18330,4.89,8.061845834,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1989,1.584444,15050,3.2,8.128732899,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1999,3.73974,,7.24,7.942739835,DI,URBAN,Other Location,Mildly Corrosive,C05,J
2003,35.542602,29370,6.95,7.946481671,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,N
1998,15.0360784,,5.39,8.087838863,DI,RURAL,Other Location,Mildly Corrosive,C01,J
1997,11.928546,19590,2.82,7.965942443,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1991,68.44572,4290,4.36,7.942739835,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C01,M
1998,11.345448,59470,6.39,8.306161073,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1990,0.450276,39490,6.36,7.884582046,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2010,0.950478,13420,7.03,7.991746619,DI,URBAN,Other Location,Mildly Corrosive,C01,J
1996,0.78814,16170,5.81,8.441254582,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1999,8.248152,6270,6.42,8.577881569,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1980,4.049658,22470,2.11,8.383320356,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C02,M
2001,4.786773,5120,5.95,8.441254582,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1991,3.104361,18600,6.33,8.836616331,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,29.359,,4.21,8.288045656,DI,RURAL,Other Location,Highly Corrosive,C01,M
2013,0.538824,10720,9.5,8.465087643,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,J
1998,63.219033,19080,7.49,8.554812855,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2008,0.324048,3280,2.52,8.373649971,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1980,4.244966,9490,11.69,8.521533577,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2010,8.1675168,58160,8.16,8.343077994,DI,URBAN,FOOTWAY,Highly Corrosive,C03,J
1998,1.2467056,25520,6.2,8.624658021,DI,URBAN,FOOTWAY,Mildly Corrosive,C03,M
1994,40.96758,23740,4.57,8.496800018,DI,RURAL,FOOTWAY,Highly Corrosive,C01,M
1993,1.7767376,,12.42,8.522904082,DI,RURAL,Other Location,Non-Corrosive,C01,M
2007,1.501548,44220,9.01,8.522904082,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1992,0.4556768,31790,6.18,8.368515332,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
2005,4.457544,15880,6.56,8.522774961,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2010,10.039836,69860,12.48,8.407925723,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2012,0.492038,,4.88,8.558445552,DI,RURAL,Other Location,Mildly Corrosive,C02,J
2003,1.5079536,,9.62,8.482156555,DI,URBAN,Other Location,Non-Corrosive,C01,M
2006,2.069574,30310,6.13,8.586551782,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1992,3.42888,,13.57,8.482156555,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1990,84.267552,3960,11,8.58225004,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,J
1993,0.560019,11810,6.06,8.339200042,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C02,M
1995,0.615126,10830,7.09,8.402091394,DI,URBAN,FOOTWAY,Non-Corrosive,C01,J
1994,5.38196,3820,6.01,8.397446929,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2017,0.877002,12540,6.75,8.397446929,DI,URBAN,Other Location,Mildly Corrosive,C03,M
1993,21.363618,12080,8.04,8.396041006,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C05,M
1985,70.53696,20660,5.6,8.35196816,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2007,0.70179,4100,5.97,8.274701129,DI,URBAN,FOOTWAY,Mildly Corrosive,C04,M
1991,8.589156,44220,9.01,8.238055459,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1999,1.884,5060,7.11,8.37136286,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2001,1.48365,9400,6.41,8.333934955,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,J
1989,2.070987,14100,7.85,8.339200042,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1995,0.428767,,6.64,8.157770767,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2003,5.358096,28100,7.93,8.297490713,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2003,1.247679,112500,2.41,8.374819212,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2002,29.674884,10260,6.96,8.437081154,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,1.44754,59470,5.91,8.374819212,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1992,23.540894,9580,7.24,8.35196816,DI,RURAL,FOOTWAY,Mildly Corrosive,C03,M
2007,1.884471,3400,6.02,8.913630047,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1994,2.113848,27760,6.06,8.963805222,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1995,8.559483,,9.22,8.966294894,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,13.751787,10170,4.16,8.733873207,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1983,55.410324,,6.49,8.68795075,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1994,62.437644,31790,4.34,8.916230065,DI,WATERBODY,FOOTWAY,Mildly Corrosive,C01,M
2015,8.6907664,14340,8.1,8.911824534,DI,URBAN,Other Location,Mildly Corrosive,C01,J
1989,1.762482,34210,7.35,8.913630047,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2004,0.566142,1400,6.13,8.793773604,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1997,0.424371,3210,12.04,8.911824534,DI,URBAN,FOOTWAY,Highly Corrosive,C02,J
1990,157,2310,4.39,8.845646818,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1999,3.88418,19590,2.82,8.86275389,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1993,17.669094,16390,12.42,8.990530317,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1993,17.3693025,5680,6.2,8.990530317,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
2002,1.296035,3280,2.38,8.845554588,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1990,0.9236624,28100,7.93,8.845451375,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2001,2.45391,9400,6.55,8.41646653,DI,URBAN,FOOTWAY,Highly Corrosive,C01,J
2005,0.647468,11390,5,8.302365333,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
2004,1.0015344,14810,7.72,8.395648045,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1998,7.79505,2600,5.89,8.302346887,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1986,0.957543,27070,12.48,8.302365333,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1980,0.420132,19280,7.78,8.287525965,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1987,7.517788,8120,4.72,8.482079007,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1987,14.177728,21100,7.72,8.186883335,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2005,7.152292,77080,6.82,8.306320753,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2007,1.039968,11970,7.16,8.238707915,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
1987,27.001959,8900,7.85,8.482079007,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1991,8.192888,4160,1.95,8.238707915,DI,RURAL,CARRIAGEWAY,Highly Corrosive,C05,M
1986,31.367187,108360,5.42,8.482079007,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1995,0.58875,,5.35,8.606232159,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1995,1.216593,,6.71,8.56281129,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,M
2004,1.133226,2780,1.07,8.482079007,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C03,J
2001,1.583973,68010,5.43,8.201554185,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,7.93635,8100,6.5,95.68442344,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
1987,20.366982,13010,6.02,95.91996994,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2014,8.382544,61420,9.9,95.91996994,DI,URBAN,FOOTWAY,Mildly Corrosive,C03,J
1989,21.799764,2310,1.24,95.73263197,DI,RURAL,Other Location,Highly Corrosive,C01,J
1994,33.160284,12870,4.9,96.10776424,DI,URBAN,FOOTWAY,Mildly Corrosive,C03,J
1998,30.348885,8440,5.81,95.54260005,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2002,20.406546,3280,2.31,95.73275921,DI,URBAN,FOOTWAY,Non-Corrosive,C02,M
1993,2.133159,,6.56,95.55205438,DI,URBAN,FOOTWAY,Non-Corrosive,C01,M
1996,6.166332,11240,6.52,95.73263197,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2001,5.556544,,7.93,95.85960315,DI,RURAL,Other Location,Mildly Corrosive,C03,J
2008,5.189949,27760,6.2,95.68442344,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2018,1.39887,33770,9.15,95.91996994,DI,URBAN,Other Location,Mildly Corrosive,C02,J
1996,18.513126,85590,5.78,95.68442344,DI,URBAN,FOOTWAY,Mildly Corrosive,C02,M
1991,2.299108,10290,5.64,95.91996994,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1983,15.752124,36170,12.48,95.91996994,DI,URBAN,FOOTWAY,Non-Corrosive,C05,M
1990,23.778435,21980,5.35,95.54260005,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1993,0.2554704,9270,12.42,12.25629463,DI,RURAL,Other Location,Non-Corrosive,C01,M
1999,0.4441216,3470,7.09,12.88319402,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
2003,0.897255,33770,9.15,12.29306017,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1991,202.502682,4290,4.36,12.32464377,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1996,0.44274,14060,7.8,12.32464377,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2000,0.518414,,6.27,12.42692676,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2005,18.706864,13920,6.27,13.56113189,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1992,0.267528,12170,7.78,13.54259748,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1985,32.915364,17260,7.85,13.54259748,DI,URBAN,FOOTWAY,Mildly Corrosive,C05,M
2008,1.858252,60530,7.42,13.67686357,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1988,1.274055,30380,8.94,13.67686357,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2002,2.870588,3600,6.07,13.56113189,DI,RURAL,FOOTWAY,Mildly Corrosive,C01,J
1997,7.440387,,7.09,13.59726066,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1998,16.964792,14630,12.48,13.42862899,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1991,33.814503,30310,5.29,13.56113189,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1994,52.842432,21750,9.48,13.83347429,DI,RURAL,Other Location,Mildly Corrosive,C01,J
1997,0.8297136,470,0.77,14.00294264,DI,RURAL,Other Location,Mildly Corrosive,C05,J
1999,1.08801,3470,11.82,15.30006489,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1997,0.919706,14350,1.16,14.88546033,DI,RURAL,Other Location,Highly Corrosive,C01,M
1997,1.516934,37810,7.37,14.99644065,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2003,10.907889,8580,4.16,15.4510027,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1990,13.9137168,,5.43,14.97594781,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1998,4.699952,14060,5.18,14.49654588,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2002,0.626116,,5.97,14.56298169,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1997,1.916342,22070,9.29,14.42631858,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1996,9.8719088,,5.53,14.65016684,DI,RURAL,Other Location,Mildly Corrosive,C01,M
2002,152.49096,28900,4.96,15.21292173,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1998,0.4915984,26260,5.36,15.29163514,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2004,112.151223,9900,5.23,15.29163514,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
1986,46.179666,22970,7.78,15.29163514,DI,URBAN,CARRIAGEWAY,Non-Corrosive,C01,M
1998,10.739742,,5.5,15.26072816,DI,RURAL,Other Location,Non-Corrosive,C01,M
1991,0.624546,4240,1.24,15.22225514,DI,RURAL,Other Location,Highly Corrosive,C01,M
2006,21.352,45670,1.23,15.32261427,DI,URBAN,CARRIAGEWAY,Highly Corrosive,C05,M
1998,2.234895,2460,7.49,15.28705202,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
1986,18.372768,16500,6.2,15.266983,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
1994,8.355069,31020,11.97,15.4496866,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C05,M
2000,9.435072,4080,6.34,15.88427471,DI,URBAN,Other Location,Mildly Corrosive,C02,J
2003,0.5486208,,5.33,15.68104394,DI,RURAL,Other Location,Highly Corrosive,C01,M
1999,8.791215,6750,7.7,15.39727621,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1985,1.154264,11070,4.35,15.61906184,DI,URBAN,CARRIAGEWAY,Mildly Corrosive,C01,M
1991,0.5126992,6480,5.88,14.54121913,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2009,13.205898,,6.18,14.25683026,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2004,0.397524,,8.4,14.50863568,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1996,0.958485,11900,11.38,14.30064592,DI,URBAN,Other Location,Mildly Corrosive,C01,M
1991,0.4001616,6480,5.88,14.54121913,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2011,56.042406,,6.13,14.6093234,DI,URBAN,Other Location,Mildly Corrosive,C01,J
1989,1.54488,3530,5.35,14.23955423,DI,URBAN,Other Location,Mildly Corrosive,C01,M
2005,9.48437,2560,9.89,14.25933258,DI,RURAL,Other Location,Mildly Corrosive,C01,M
1996,2.189836,,2.45,14.30083679,DI,RURAL,Other Location,Non-Corrosive,C01,M
1990,30.528336,2350,7.78,14.23955423,DI,URBAN,FOOTWAY,Mildly Corrosive,C01,M
2005,4.870611,62570,8.16,14.25755753,DI,URBAN,FOOTWAY,Highly Corrosive,C01,M
